order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,late_flag
order_00166,customer_0021,delivered,2025-10-23 00:00:00,2025-10-23 00:00:00,2025-10-24 00:00:00,2025-11-07 00:00:00,2025-11-14 00:00:00,0.0
order_00167,customer_0066,delivered,2025-09-26 00:00:00,2025-09-27 00:00:00,2025-09-30 00:00:00,2025-09-30 00:00:00,2025-10-01 00:00:00,0.0
order_00168,customer_0113,delivered,2025-07-23 00:00:00,2025-07-23 00:00:00,2025-07-24 00:00:00,2025-07-31 00:00:00,2025-08-05 00:00:00,0.0
order_00169,customer_0112,delivered,2025-11-20 00:00:00,2025-11-21 00:00:00,2025-11-22 00:00:00,2025-12-02 00:00:00,2025-12-11 00:00:00,0.0
order_00170,customer_0043,delivered,2025-02-16 00:00:00,2025-02-16 00:00:00,2025-02-17 00:00:00,2025-02-27 00:00:00,2025-02-25 00:00:00,1.0
order_00171,customer_0093,delivered,2025-12-03 00:00:00,2025-12-03 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,2025-12-15 00:00:00,0.0
order_00172,customer_0073,delivered,2025-11-07 00:00:00,2025-11-08 00:00:00,2025-11-10 00:00:00,2025-12-01 00:00:00,2025-11-23 00:00:00,1.0
order_00173,customer_0057,delivered,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-05 00:00:00,2025-07-15 00:00:00,2025-07-16 00:00:00,0.0
order_00174,customer_0016,delivered,2025-09-25 00:00:00,2025-09-25 00:00:00,2025-09-29 00:00:00,2025-10-19 00:00:00,2025-10-17 00:00:00,1.0
order_00175,customer_0045,delivered,2025-07-09 00:00:00,2025-07-10 00:00:00,2025-07-12 00:00:00,2025-07-20 00:00:00,2025-07-22 00:00:00,0.0
order_00176,customer_0078,delivered,2025-04-09 00:00:00,2025-04-09 00:00:00,2025-04-12 00:00:00,2025-04-23 00:00:00,2025-04-20 00:00:00,1.0
order_00177,customer_0118,delivered,2025-10-19 00:00:00,2025-10-20 00:00:00,2025-10-23 00:00:00,2025-11-14 00:00:00,2025-11-11 00:00:00,1.0
order_00178,customer_0000,delivered,2025-03-31 00:00:00,2025-03-31 00:00:00,2025-04-02 00:00:00,2025-04-09 00:00:00,2025-04-20 00:00:00,0.0
order_00179,customer_0086,delivered,2025-04-25 00:00:00,2025-04-25 00:00:00,2025-04-27 00:00:00,2025-05-12 00:00:00,2025-05-11 00:00:00,1.0
order_00180,customer_0101,delivered,2025-07-09 00:00:00,2025-07-10 00:00:00,2025-07-13 00:00:00,2025-08-03 00:00:00,2025-07-27 00:00:00,1.0
order_00181,customer_0114,delivered,2025-11-02 00:00:00,2025-11-02 00:00:00,2025-11-05 00:00:00,2025-11-10 00:00:00,2025-11-10 00:00:00,0.0
order_00182,customer_0050,delivered,2025-05-21 00:00:00,2025-05-22 00:00:00,2025-05-24 00:00:00,2025-06-15 00:00:00,2025-06-13 00:00:00,1.0
order_00183,customer_0014,delivered,2025-06-30 00:00:00,2025-07-01 00:00:00,2025-07-02 00:00:00,2025-07-27 00:00:00,2025-07-16 00:00:00,1.0
order_00184,customer_0032,delivered,2025-01-16 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-21 00:00:00,2025-01-23 00:00:00,0.0
order_00185,customer_0102,delivered,2025-02-12 00:00:00,2025-02-12 00:00:00,2025-02-13 00:00:00,2025-02-21 00:00:00,2025-03-05 00:00:00,0.0
order_00186,customer_0105,delivered,2025-01-21 00:00:00,2025-01-22 00:00:00,2025-01-22 00:00:00,2025-02-05 00:00:00,2025-02-09 00:00:00,0.0
order_00187,customer_0076,delivered,2025-01-27 00:00:00,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-02-08 00:00:00,2025-02-15 00:00:00,0.0
order_00188,customer_0014,delivered,2025-11-14 00:00:00,2025-11-15 00:00:00,2025-11-17 00:00:00,2025-12-01 00:00:00,2025-11-26 00:00:00,1.0
order_00189,customer_0014,delivered,2025-11-04 00:00:00,2025-11-04 00:00:00,2025-11-05 00:00:00,2025-11-24 00:00:00,2025-11-25 00:00:00,0.0
order_00190,customer_0057,delivered,2025-10-27 00:00:00,2025-10-28 00:00:00,2025-10-30 00:00:00,2025-11-13 00:00:00,2025-11-15 00:00:00,0.0
order_00191,customer_0070,delivered,2025-01-21 00:00:00,2025-01-21 00:00:00,2025-01-25 00:00:00,2025-01-28 00:00:00,2025-02-01 00:00:00,0.0
order_00192,customer_0003,delivered,2025-01-29 00:00:00,2025-01-30 00:00:00,2025-02-02 00:00:00,2025-02-12 00:00:00,2025-02-11 00:00:00,1.0
order_00193,customer_0082,delivered,2025-04-13 00:00:00,2025-04-13 00:00:00,2025-04-15 00:00:00,2025-04-20 00:00:00,2025-04-27 00:00:00,0.0
order_00194,customer_0065,delivered,2025-07-26 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-08-03 00:00:00,2025-08-09 00:00:00,0.0
order_00195,customer_0001,delivered,2025-05-02 00:00:00,2025-05-03 00:00:00,2025-05-06 00:00:00,2025-05-18 00:00:00,2025-05-16 00:00:00,1.0
order_00196,customer_0011,delivered,2025-06-27 00:00:00,2025-06-27 00:00:00,2025-06-28 00:00:00,2025-07-01 00:00:00,2025-07-08 00:00:00,0.0
order_00197,customer_0054,delivered,2025-03-05 00:00:00,2025-03-06 00:00:00,2025-03-08 00:00:00,2025-03-15 00:00:00,2025-03-22 00:00:00,0.0
order_00198,customer_0086,delivered,2025-09-24 00:00:00,2025-09-25 00:00:00,2025-09-27 00:00:00,2025-10-10 00:00:00,2025-10-09 00:00:00,1.0
order_00199,customer_0099,delivered,2025-04-25 00:00:00,2025-04-25 00:00:00,2025-04-26 00:00:00,2025-05-07 00:00:00,2025-05-14 00:00:00,0.0
order_00200,customer_0051,delivered,2025-01-25 00:00:00,2025-01-25 00:00:00,2025-01-28 00:00:00,2025-02-05 00:00:00,2025-02-04 00:00:00,1.0
order_00201,customer_0035,delivered,2025-09-29 00:00:00,2025-09-30 00:00:00,2025-09-30 00:00:00,2025-10-15 00:00:00,2025-10-11 00:00:00,1.0
order_00202,customer_0116,delivered,2025-11-26 00:00:00,2025-11-26 00:00:00,2025-11-27 00:00:00,2025-12-14 00:00:00,2025-12-14 00:00:00,0.0
order_00203,customer_0055,delivered,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-10 00:00:00,2025-01-20 00:00:00,2025-01-13 00:00:00,1.0
order_00204,customer_0037,delivered,2025-06-09 00:00:00,2025-06-10 00:00:00,2025-06-13 00:00:00,2025-06-21 00:00:00,2025-06-18 00:00:00,1.0
order_00205,customer_0053,delivered,2025-10-29 00:00:00,2025-10-29 00:00:00,2025-10-31 00:00:00,2025-11-03 00:00:00,2025-11-11 00:00:00,0.0
order_00206,customer_0001,delivered,2025-09-15 00:00:00,2025-09-16 00:00:00,2025-09-19 00:00:00,2025-10-06 00:00:00,2025-10-07 00:00:00,0.0
order_00207,customer_0036,delivered,2025-11-09 00:00:00,2025-11-09 00:00:00,2025-11-13 00:00:00,2025-12-05 00:00:00,2025-11-21 00:00:00,1.0
order_00208,customer_0061,delivered,2025-06-01 00:00:00,2025-06-02 00:00:00,2025-06-05 00:00:00,2025-06-12 00:00:00,2025-06-17 00:00:00,0.0
order_00209,customer_0110,delivered,2025-05-16 00:00:00,2025-05-16 00:00:00,2025-05-17 00:00:00,2025-05-25 00:00:00,2025-05-22 00:00:00,1.0
order_00210,customer_0088,delivered,2025-09-16 00:00:00,2025-09-17 00:00:00,2025-09-18 00:00:00,2025-10-01 00:00:00,2025-10-07 00:00:00,0.0
order_00211,customer_0093,delivered,2025-02-26 00:00:00,2025-02-27 00:00:00,2025-03-01 00:00:00,2025-03-13 00:00:00,2025-03-11 00:00:00,1.0
order_00212,customer_0065,delivered,2025-03-29 00:00:00,2025-03-29 00:00:00,2025-04-02 00:00:00,2025-04-11 00:00:00,2025-04-15 00:00:00,0.0
order_00213,customer_0013,delivered,2025-08-08 00:00:00,2025-08-08 00:00:00,2025-08-12 00:00:00,2025-08-17 00:00:00,2025-08-21 00:00:00,0.0
order_00214,customer_0046,canceled,2025-09-01 00:00:00,2025-09-02 00:00:00,2025-09-03 00:00:00,,2025-09-07 00:00:00,
order_00215,customer_0119,delivered,2025-02-13 00:00:00,2025-02-14 00:00:00,2025-02-14 00:00:00,2025-02-23 00:00:00,2025-02-22 00:00:00,1.0
order_00216,customer_0005,delivered,2025-07-05 00:00:00,2025-07-06 00:00:00,2025-07-09 00:00:00,2025-07-20 00:00:00,2025-07-22 00:00:00,0.0
order_00217,customer_0105,delivered,2025-05-14 00:00:00,2025-05-14 00:00:00,2025-05-16 00:00:00,2025-05-27 00:00:00,2025-05-30 00:00:00,0.0
order_00218,customer_0082,delivered,2025-07-03 00:00:00,2025-07-04 00:00:00,2025-07-05 00:00:00,2025-07-30 00:00:00,2025-07-16 00:00:00,1.0
order_00219,customer_0034,delivered,2025-12-16 00:00:00,2025-12-17 00:00:00,2025-12-20 00:00:00,2026-01-05 00:00:00,2026-01-08 00:00:00,0.0
order_00220,customer_0093,delivered,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-31 00:00:00,2025-02-13 00:00:00,2025-02-16 00:00:00,0.0
order_00221,customer_0100,delivered,2025-12-30 00:00:00,2025-12-30 00:00:00,2026-01-01 00:00:00,2026-01-04 00:00:00,2026-01-10 00:00:00,0.0
order_00222,customer_0005,delivered,2025-06-14 00:00:00,2025-06-14 00:00:00,2025-06-15 00:00:00,2025-07-08 00:00:00,2025-06-30 00:00:00,1.0
order_00223,customer_0012,delivered,2025-10-09 00:00:00,2025-10-10 00:00:00,2025-10-11 00:00:00,2025-11-04 00:00:00,2025-10-29 00:00:00,1.0
order_00224,customer_0079,delivered,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-06-08 00:00:00,2025-06-12 00:00:00,2025-06-24 00:00:00,0.0
order_00225,customer_0119,delivered,2025-04-24 00:00:00,2025-04-24 00:00:00,2025-04-26 00:00:00,2025-05-21 00:00:00,2025-05-11 00:00:00,1.0
order_00226,customer_0002,delivered,2025-10-09 00:00:00,2025-10-10 00:00:00,2025-10-12 00:00:00,2025-10-31 00:00:00,2025-10-24 00:00:00,1.0
order_00227,customer_0079,delivered,2025-09-08 00:00:00,2025-09-08 00:00:00,2025-09-10 00:00:00,2025-09-18 00:00:00,2025-09-27 00:00:00,0.0
order_00228,customer_0016,delivered,2025-02-22 00:00:00,2025-02-23 00:00:00,2025-02-26 00:00:00,2025-03-17 00:00:00,2025-03-13 00:00:00,1.0
order_00229,customer_0078,delivered,2025-09-15 00:00:00,2025-09-16 00:00:00,2025-09-19 00:00:00,2025-09-25 00:00:00,2025-10-04 00:00:00,0.0
order_00230,customer_0074,delivered,2025-10-02 00:00:00,2025-10-03 00:00:00,2025-10-05 00:00:00,2025-10-08 00:00:00,2025-10-08 00:00:00,0.0
order_00231,customer_0010,delivered,2025-05-22 00:00:00,2025-05-23 00:00:00,2025-05-26 00:00:00,2025-06-01 00:00:00,2025-06-08 00:00:00,0.0
order_00232,customer_0081,delivered,2025-12-04 00:00:00,2025-12-05 00:00:00,2025-12-07 00:00:00,2025-12-10 00:00:00,2025-12-15 00:00:00,0.0
order_00233,customer_0107,delivered,2025-08-22 00:00:00,2025-08-23 00:00:00,2025-08-24 00:00:00,2025-09-12 00:00:00,2025-09-14 00:00:00,0.0
order_00234,customer_0103,delivered,2025-05-02 00:00:00,2025-05-03 00:00:00,2025-05-05 00:00:00,2025-05-11 00:00:00,2025-05-08 00:00:00,1.0
order_00235,customer_0003,delivered,2025-01-04 00:00:00,2025-01-04 00:00:00,2025-01-08 00:00:00,2025-01-14 00:00:00,2025-01-20 00:00:00,0.0
order_00236,customer_0029,delivered,2025-09-04 00:00:00,2025-09-04 00:00:00,2025-09-08 00:00:00,2025-09-16 00:00:00,2025-09-22 00:00:00,0.0
order_00237,customer_0028,delivered,2025-03-18 00:00:00,2025-03-19 00:00:00,2025-03-19 00:00:00,2025-04-12 00:00:00,2025-04-01 00:00:00,1.0
order_00238,customer_0054,canceled,2025-10-04 00:00:00,2025-10-04 00:00:00,2025-10-07 00:00:00,,2025-10-17 00:00:00,
order_00239,customer_0017,delivered,2025-07-11 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,2025-08-03 00:00:00,2025-07-31 00:00:00,1.0
