order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
order_00175,2,prod_003,seller_017,2025-07-12 00:00:00,255.27,23.3
order_00175,3,prod_028,seller_015,2025-07-12 00:00:00,160.63,17.56
order_00176,1,prod_028,seller_004,2025-04-12 00:00:00,128.25,39.91
order_00177,1,prod_032,seller_008,2025-10-22 00:00:00,342.75,46.12
order_00177,2,prod_025,seller_008,2025-10-22 00:00:00,278.53,37.79
order_00178,1,prod_025,seller_000,2025-04-03 00:00:00,226.36,21.3
order_00179,1,prod_031,seller_005,2025-04-28 00:00:00,132.52,32.27
order_00179,2,prod_004,seller_012,2025-04-28 00:00:00,379.1,41.21
order_00179,3,prod_011,seller_012,2025-04-28 00:00:00,138.57,21.94
order_00180,1,prod_031,seller_007,2025-07-12 00:00:00,340.37,54.82
order_00180,2,prod_010,seller_008,2025-07-12 00:00:00,408.49,40.78
order_00181,1,prod_028,seller_007,2025-11-05 00:00:00,341.21,9.36
order_00182,1,prod_018,seller_009,2025-05-24 00:00:00,35.28,20.41
order_00183,1,prod_003,seller_014,2025-07-03 00:00:00,154.16,26.81
order_00183,2,prod_002,seller_008,2025-07-03 00:00:00,324.89,57.92
order_00184,1,prod_000,seller_008,2025-01-19 00:00:00,257.09,32.59
order_00184,2,prod_024,seller_012,2025-01-19 00:00:00,301.06,40.25
order_00185,1,prod_007,seller_015,2025-02-15 00:00:00,60.31,45.58
order_00185,2,prod_019,seller_008,2025-02-15 00:00:00,128.81,21.05
order_00185,3,prod_001,seller_002,2025-02-15 00:00:00,274.77,44.02
order_00186,1,prod_015,seller_009,2025-01-24 00:00:00,192.22,32.17
order_00187,1,prod_026,seller_004,2025-01-30 00:00:00,213.77,58.55
order_00187,2,prod_020,seller_006,2025-01-30 00:00:00,217.79,37.61
order_00187,3,prod_027,seller_002,2025-01-30 00:00:00,396.89,30.72
order_00188,1,prod_016,seller_004,2025-11-17 00:00:00,42.88,18.1
order_00188,2,prod_016,seller_010,2025-11-17 00:00:00,46.77,57.14
order_00189,1,prod_000,seller_005,2025-11-07 00:00:00,135.34,19.75
order_00189,2,prod_019,seller_003,2025-11-07 00:00:00,58.92,20.68
order_00189,3,prod_026,seller_014,2025-11-07 00:00:00,23.01,35.66
order_00190,1,prod_007,seller_010,2025-10-30 00:00:00,260.93,53.42
order_00191,1,prod_035,seller_004,2025-01-24 00:00:00,107.66,45.6
order_00192,1,prod_035,seller_016,2025-02-01 00:00:00,115.55,20.77
order_00193,1,prod_013,seller_008,2025-04-16 00:00:00,135.52,27.39
order_00193,2,prod_018,seller_003,2025-04-16 00:00:00,348.35,11.78
order_00194,1,prod_028,seller_015,2025-07-29 00:00:00,288.1,51.21
order_00194,2,prod_004,seller_010,2025-07-29 00:00:00,329.09,33.89
order_00194,3,prod_032,seller_000,2025-07-29 00:00:00,64.67,18.67
order_00195,1,prod_025,seller_012,2025-05-05 00:00:00,243.36,25.67
order_00196,1,prod_033,seller_006,2025-06-30 00:00:00,145.86,19.89
order_00196,2,prod_009,seller_010,2025-06-30 00:00:00,257.77,18.53
order_00197,1,prod_031,seller_004,2025-03-08 00:00:00,72.29,35.96
order_00198,1,prod_022,seller_013,2025-09-27 00:00:00,361.78,24.02
order_00198,2,prod_013,seller_009,2025-09-27 00:00:00,188.58,17.44
order_00198,3,prod_023,seller_016,2025-09-27 00:00:00,200.88,58.03
order_00199,1,prod_014,seller_005,2025-04-28 00:00:00,241.85,25.72
order_00199,2,prod_031,seller_010,2025-04-28 00:00:00,238.69,57.61
order_00199,3,prod_024,seller_009,2025-04-28 00:00:00,125.94,22.95
order_00200,1,prod_022,seller_004,2025-01-28 00:00:00,29.39,36.84
order_00200,2,prod_031,seller_016,2025-01-28 00:00:00,48.06,9.74
order_00200,3,prod_002,seller_012,2025-01-28 00:00:00,278.48,7.96
order_00201,1,prod_011,seller_016,2025-10-02 00:00:00,370.95,51.94
order_00201,2,prod_018,seller_007,2025-10-02 00:00:00,119.19,38.76
order_00201,3,prod_018,seller_013,2025-10-02 00:00:00,282.86,22.76
order_00202,1,prod_012,seller_008,2025-11-29 00:00:00,138.4,26.98
order_00202,2,prod_015,seller_011,2025-11-29 00:00:00,334.29,19.46
order_00203,1,prod_021,seller_000,2025-01-09 00:00:00,282.92,22.31
order_00203,2,prod_030,seller_006,2025-01-09 00:00:00,230.52,8.71
order_00203,3,prod_005,seller_015,2025-01-09 00:00:00,389.56,40.33
order_00204,1,prod_020,seller_008,2025-06-12 00:00:00,413.81,15.66
order_00205,1,prod_020,seller_008,2025-11-01 00:00:00,147.58,5.3
order_00205,2,prod_020,seller_010,2025-11-01 00:00:00,124.14,13.08
order_00205,3,prod_021,seller_000,2025-11-01 00:00:00,164.47,42.8
order_00206,1,prod_013,seller_015,2025-09-18 00:00:00,322.13,31.11
order_00206,2,prod_033,seller_014,2025-09-18 00:00:00,296.14,41.05
order_00206,3,prod_023,seller_000,2025-09-18 00:00:00,32.11,59.61
order_00207,1,prod_014,seller_012,2025-11-12 00:00:00,26.22,51.05
order_00207,2,prod_033,seller_004,2025-11-12 00:00:00,335.4,17.29
order_00207,3,prod_016,seller_006,2025-11-12 00:00:00,320.03,51.1
order_00208,1,prod_000,seller_003,2025-06-04 00:00:00,142.77,58.57
order_00208,2,prod_029,seller_007,2025-06-04 00:00:00,197.74,40.75
order_00209,1,prod_021,seller_002,2025-05-19 00:00:00,350.34,44.09
order_00209,2,prod_019,seller_003,2025-05-19 00:00:00,244.85,24.01
order_00209,3,prod_033,seller_006,2025-05-19 00:00:00,355.01,29.21
order_00210,1,prod_020,seller_010,2025-09-19 00:00:00,101.88,38.43
order_00210,2,prod_010,seller_010,2025-09-19 00:00:00,19.0,53.81
order_00211,1,prod_033,seller_000,2025-03-01 00:00:00,306.26,49.61
order_00212,1,prod_018,seller_005,2025-04-01 00:00:00,184.44,41.53
order_00212,2,prod_013,seller_000,2025-04-01 00:00:00,277.24,47.88
order_00212,3,prod_001,seller_010,2025-04-01 00:00:00,217.62,51.83
order_00213,1,prod_016,seller_002,2025-08-11 00:00:00,302.32,59.48
order_00214,1,prod_002,seller_000,2025-09-04 00:00:00,321.66,31.21
order_00215,1,prod_007,seller_016,2025-02-16 00:00:00,325.68,27.4
order_00215,2,prod_019,seller_010,2025-02-16 00:00:00,62.08,21.38
order_00216,1,prod_012,seller_001,2025-07-08 00:00:00,61.65,23.6
order_00217,1,prod_013,seller_000,2025-05-17 00:00:00,24.63,37.36
order_00217,2,prod_017,seller_000,2025-05-17 00:00:00,301.46,51.2
order_00217,3,prod_005,seller_010,2025-05-17 00:00:00,256.06,23.64
order_00218,1,prod_013,seller_016,2025-07-06 00:00:00,236.73,55.09
order_00218,2,prod_016,seller_004,2025-07-06 00:00:00,150.67,37.25
order_00219,1,prod_014,seller_003,2025-12-19 00:00:00,360.49,54.14
order_00220,1,prod_027,seller_014,2025-01-31 00:00:00,226.73,29.58
order_00220,2,prod_001,seller_014,2025-01-31 00:00:00,218.31,56.81
order_00220,3,prod_018,seller_011,2025-01-31 00:00:00,224.76,47.58
order_00221,1,prod_004,seller_000,2026-01-02 00:00:00,409.29,39.92
order_00221,2,prod_032,seller_014,2026-01-02 00:00:00,212.13,41.0
order_00222,1,prod_011,seller_002,2025-06-17 00:00:00,74.46,30.2
order_00223,1,prod_005,seller_001,2025-10-12 00:00:00,347.68,28.04
order_00223,2,prod_011,seller_013,2025-10-12 00:00:00,47.63,49.93
order_00223,3,prod_026,seller_011,2025-10-12 00:00:00,179.48,48.07
order_00224,1,prod_011,seller_012,2025-06-07 00:00:00,174.96,37.82
order_00224,2,prod_026,seller_014,2025-06-07 00:00:00,135.62,51.57
order_00225,1,prod_024,seller_011,2025-04-27 00:00:00,35.85,59.9
order_00226,1,prod_001,seller_008,2025-10-12 00:00:00,400.41,35.85
order_00226,2,prod_024,seller_005,2025-10-12 00:00:00,70.27,38.55
order_00226,3,prod_035,seller_003,2025-10-12 00:00:00,394.09,17.17
order_00227,1,prod_012,seller_004,2025-09-11 00:00:00,108.76,45.21
order_00227,2,prod_008,seller_007,2025-09-11 00:00:00,265.24,55.28
order_00228,1,prod_000,seller_001,2025-02-25 00:00:00,164.93,23.87
order_00228,2,prod_030,seller_005,2025-02-25 00:00:00,405.64,43.74
order_00228,3,prod_008,seller_004,2025-02-25 00:00:00,199.27,52.93
order_00229,1,prod_034,seller_010,2025-09-18 00:00:00,288.32,44.64
order_00229,2,prod_020,seller_002,2025-09-18 00:00:00,60.77,58.5
order_00229,3,prod_006,seller_009,2025-09-18 00:00:00,185.1,42.33
order_00230,1,prod_026,seller_004,2025-10-05 00:00:00,105.09,39.6
order_00230,2,prod_018,seller_009,2025-10-05 00:00:00,129.18,6.3
order_00231,1,prod_008,seller_010,2025-05-25 00:00:00,321.86,32.05
order_00231,2,prod_006,seller_004,2025-05-25 00:00:00,117.32,53.94
order_00231,3,prod_014,seller_013,2025-05-25 00:00:00,102.5,30.3
order_00232,1,prod_007,seller_012,2025-12-07 00:00:00,51.34,11.82
order_00233,1,prod_003,seller_015,2025-08-25 00:00:00,103.5,56.06
order_00234,1,prod_017,seller_008,2025-05-05 00:00:00,114.67,23.05
order_00234,2,prod_012,seller_003,2025-05-05 00:00:00,69.69,21.34
order_00235,1,prod_027,seller_000,2025-01-07 00:00:00,137.09,31.87
order_00235,2,prod_012,seller_016,2025-01-07 00:00:00,371.08,30.85
order_00235,3,prod_028,seller_016,2025-01-07 00:00:00,129.82,19.29
order_00236,1,prod_021,seller_005,2025-09-07 00:00:00,189.14,37.94
order_00236,2,prod_003,seller_003,2025-09-07 00:00:00,56.01,31.96
order_00237,1,prod_031,seller_015,2025-03-21 00:00:00,33.64,42.81
order_00237,2,prod_022,seller_011,2025-03-21 00:00:00,236.1,49.33
order_00238,1,prod_012,seller_009,2025-10-07 00:00:00,37.05,18.07
order_00238,2,prod_001,seller_007,2025-10-07 00:00:00,373.1,27.49
order_00238,3,prod_015,seller_010,2025-10-07 00:00:00,293.09,19.62
order_00239,1,prod_010,seller_011,2025-07-14 00:00:00,287.38,35.88
order_00239,2,prod_011,seller_015,2025-07-14 00:00:00,366.77,49.61
order_00239,3,prod_026,seller_017,2025-07-14 00:00:00,321.25,53.64
